"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.552","","01/01/2015","12/31/2015"
"MO","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.504","","01/01/2015","12/31/2015"
"MP","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.421","","01/01/2015","12/31/2015"
"MT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.454","","01/01/2015","12/31/2015"
"NC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.515","","01/01/2015","12/31/2015"
"ND","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.407","","01/01/2015","12/31/2015"
"NE","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.477","","01/01/2015","12/31/2015"
"NH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.363","","01/01/2015","12/31/2015"
"NJ","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.645","","01/01/2015","12/31/2015"
"NM","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.493","","01/01/2015","12/31/2015"
"NV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.361","","01/01/2015","12/31/2015"
"NY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.659","","01/01/2015","12/31/2015"
"OH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.470","","01/01/2015","12/31/2015"
"OK","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.489","","01/01/2015","12/31/2015"
"OR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.473","","01/01/2015","12/31/2015"
"PA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.598","","01/01/2015","12/31/2015"
"PR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.214","","01/01/2015","12/31/2015"
"RI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.569","","01/01/2015","12/31/2015"
"SC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.607","","01/01/2015","12/31/2015"
"SD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.432","","01/01/2015","12/31/2015"
"TN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.486","","01/01/2015","12/31/2015"
"TX","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.478","","01/01/2015","12/31/2015"
"UT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.747","","01/01/2015","12/31/2015"
"VA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.538","","01/01/2015","12/31/2015"
"VI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.979","","01/01/2015","12/31/2015"
"VT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.359","","01/01/2015","12/31/2015"
"WA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.543","","01/01/2015","12/31/2015"
"WI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.439","","01/01/2015","12/31/2015"
"WV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.360","","01/01/2015","12/31/2015"
"WY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.050","","01/01/2015","12/31/2015"
"AK","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.948","","01/01/2015","12/31/2015"
"AL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.474","","01/01/2015","12/31/2015"
"AR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.770","","01/01/2015","12/31/2015"
"AS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.611","","01/01/2015","12/31/2015"
"CA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.745","","01/01/2015","12/31/2015"
"CO","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.583","","01/01/2015","12/31/2015"
"CT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.626","","01/01/2015","12/31/2015"
"DC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.734","","01/01/2015","12/31/2015"
"DE","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.575","","01/01/2015","12/31/2015"
"FL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.582","","01/01/2015","12/31/2015"
"GA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.779","","01/01/2015","12/31/2015"
"GU","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"HI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.437","","01/01/2015","12/31/2015"
"IA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.646","","01/01/2015","12/31/2015"
"ID","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.684","","01/01/2015","12/31/2015"
"IL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.622","","01/01/2015","12/31/2015"
"IN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.687","","01/01/2015","12/31/2015"
"KS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.553","","01/01/2015","12/31/2015"
"KY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.622","","01/01/2015","12/31/2015"
"LA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.655","","01/01/2015","12/31/2015"
"MA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.768","","01/01/2015","12/31/2015"
"MD","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.681","","01/01/2015","12/31/2015"
"ME","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.756","","01/01/2015","12/31/2015"
"MI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.680","","01/01/2015","12/31/2015"
"MN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.645","","01/01/2015","12/31/2015"
"MO","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.617","","01/01/2015","12/31/2015"
"MP","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.484","","01/01/2015","12/31/2015"
"MT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.657","","01/01/2015","12/31/2015"
"NC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.609","","01/01/2015","12/31/2015"
"ND","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.526","","01/01/2015","12/31/2015"
"NE","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.749","","01/01/2015","12/31/2015"
"NH","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.542","","01/01/2015","12/31/2015"
"NJ","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.757","","01/01/2015","12/31/2015"
"NM","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.732","","01/01/2015","12/31/2015"
"NV","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.445","","01/01/2015","12/31/2015"
"NY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.661","","01/01/2015","12/31/2015"
"OH","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.549","","01/01/2015","12/31/2015"
"OK","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.653","","01/01/2015","12/31/2015"
"OR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.721","","01/01/2015","12/31/2015"
"PA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.666","","01/01/2015","12/31/2015"
"PR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.337","","01/01/2015","12/31/2015"
"RI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.694","","01/01/2015","12/31/2015"
"SC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.736","","01/01/2015","12/31/2015"
"SD","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.655","","01/01/2015","12/31/2015"
"TN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.666","","01/01/2015","12/31/2015"
"TX","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.593","","01/01/2015","12/31/2015"
"UT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.810","","01/01/2015","12/31/2015"
"VA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.683","","01/01/2015","12/31/2015"
"VI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","2.872","","01/01/2015","12/31/2015"
"VT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.516","","01/01/2015","12/31/2015"
"WA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.663","","01/01/2015","12/31/2015"
"WI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.620","","01/01/2015","12/31/2015"
"WV","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.461","","01/01/2015","12/31/2015"
"WY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.192","","01/01/2015","12/31/2015"
"AK","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.612","","01/01/2015","12/31/2015"
"AL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.533","","01/01/2015","12/31/2015"
"AR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.889","","01/01/2015","12/31/2015"
"AS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.695","","01/01/2015","12/31/2015"
"CA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.783","","01/01/2015","12/31/2015"
"CO","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.682","","01/01/2015","12/31/2015"
"CT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.738","","01/01/2015","12/31/2015"
"DC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.910","","01/01/2015","12/31/2015"
"DE","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.820","","01/01/2015","12/31/2015"
"FL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.619","","01/01/2015","12/31/2015"
"GA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.847","","01/01/2015","12/31/2015"
"GU","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.432","","01/01/2015","12/31/2015"
"HI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.640","","01/01/2015","12/31/2015"
"IA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.791","","01/01/2015","12/31/2015"
"ID","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.915","","01/01/2015","12/31/2015"
"IL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.683","","01/01/2015","12/31/2015"
"IN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.767","","01/01/2015","12/31/2015"
"KS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.672","","01/01/2015","12/31/2015"
"KY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.703","","01/01/2015","12/31/2015"
"LA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.734","","01/01/2015","12/31/2015"
"MA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.849","","01/01/2015","12/31/2015"
"MD","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.772","","01/01/2015","12/31/2015"
"ME","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.027","","01/01/2015","12/31/2015"
"MI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.739","","01/01/2015","12/31/2015"
"MN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.751","","01/01/2015","12/31/2015"
"MO","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.688","","01/01/2015","12/31/2015"
"MP","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.576","","01/01/2015","12/31/2015"
"MT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.018","","01/01/2015","12/31/2015"
"NC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.670","","01/01/2015","12/31/2015"
"ND","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.764","","01/01/2015","12/31/2015"
"NE","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.951","","01/01/2015","12/31/2015"
"NH","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.752","","01/01/2015","12/31/2015"
"NJ","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.832","","01/01/2015","12/31/2015"
"NM","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.906","","01/01/2015","12/31/2015"
"NV","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.535","","01/01/2015","12/31/2015"
"NY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.705","","01/01/2015","12/31/2015"
"OH","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.596","","01/01/2015","12/31/2015"
"OK","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.752","","01/01/2015","12/31/2015"
"OR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.861","","01/01/2015","12/31/2015"
"PA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.716","","01/01/2015","12/31/2015"
"PR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.497","","01/01/2015","12/31/2015"
"RI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.936","","01/01/2015","12/31/2015"
"SC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.833","","01/01/2015","12/31/2015"
"SD","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.975","","01/01/2015","12/31/2015"
"TN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.732","","01/01/2015","12/31/2015"
"TX","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.630","","01/01/2015","12/31/2015"
"UT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.988","","01/01/2015","12/31/2015"
"VA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.761","","01/01/2015","12/31/2015"
"VI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","5.974","","01/01/2015","12/31/2015"
"VT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.859","","01/01/2015","12/31/2015"
"WA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.762","","01/01/2015","12/31/2015"
"WI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.719","","01/01/2015","12/31/2015"
"WV","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.562","","01/01/2015","12/31/2015"
"WY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.635","","01/01/2015","12/31/2015"
"AK","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.514","","01/01/2015","12/31/2015"
"AL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.420","","01/01/2015","12/31/2015"
"AR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.663","","01/01/2015","12/31/2015"
"AS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.535","","01/01/2015","12/31/2015"
"CA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.708","","01/01/2015","12/31/2015"
"CO","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.495","","01/01/2015","12/31/2015"
"CT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.528","","01/01/2015","12/31/2015"
"DC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.585","","01/01/2015","12/31/2015"
"DE","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.390","","01/01/2015","12/31/2015"
"FL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.547","","01/01/2015","12/31/2015"
"GA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.716","","01/01/2015","12/31/2015"
"GU","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","-","","01/01/2015","12/31/2015"
"HI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.286","","01/01/2015","12/31/2015"
"IA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.522","","01/01/2015","12/31/2015"
"ID","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.499","","01/01/2015","12/31/2015"
"IL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.566","","01/01/2015","12/31/2015"
"IN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.613","","01/01/2015","12/31/2015"
"KS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.450","","01/01/2015","12/31/2015"
"KY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.548","","01/01/2015","12/31/2015"
"LA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.583","","01/01/2015","12/31/2015"
"MA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.693","","01/01/2015","12/31/2015"
"MD","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.599","","01/01/2015","12/31/2015"
"ME","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.542","","01/01/2015","12/31/2015"
"MI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.624","","01/01/2015","12/31/2015"
"MN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.551","","01/01/2015","12/31/2015"
"MO","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.551","","01/01/2015","12/31/2015"
"MP","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.404","","01/01/2015","12/31/2015"
"MT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.401","","01/01/2015","12/31/2015"
"NC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.553","","01/01/2015","12/31/2015"
"ND","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.348","","01/01/2015","12/31/2015"
"NE","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.582","","01/01/2015","12/31/2015"
"NH","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.379","","01/01/2015","12/31/2015"
"NJ","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.686","","01/01/2015","12/31/2015"
"NM","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.584","","01/01/2015","12/31/2015"
"NV","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.367","","01/01/2015","12/31/2015"
"NY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.619","","01/01/2015","12/31/2015"
"OH","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.505","","01/01/2015","12/31/2015"
"OK","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.564","","01/01/2015","12/31/2015"
"OR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.599","","01/01/2015","12/31/2015"
"PA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.619","","01/01/2015","12/31/2015"
"PR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.219","","01/01/2015","12/31/2015"
"RI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.503","","01/01/2015","12/31/2015"
"SC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.647","","01/01/2015","12/31/2015"
"SD","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.421","","01/01/2015","12/31/2015"
"TN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.605","","01/01/2015","12/31/2015"
"TX","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.558","","01/01/2015","12/31/2015"
"UT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.658","","01/01/2015","12/31/2015"
"VA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.611","","01/01/2015","12/31/2015"
"VI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","1.164","","01/01/2015","12/31/2015"
"VT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.287","","01/01/2015","12/31/2015"
"WA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.573","","01/01/2015","12/31/2015"
"WI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.531","","01/01/2015","12/31/2015"
"WV","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.375","","01/01/2015","12/31/2015"
"WY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.032","","01/01/2015","12/31/2015"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.534","","01/01/2015","12/31/2015"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.886","","01/01/2015","12/31/2015"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.914","","01/01/2015","12/31/2015"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.278","","01/01/2015","12/31/2015"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.136","","01/01/2015","12/31/2015"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.054","","01/01/2015","12/31/2015"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.226","","01/01/2015","12/31/2015"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.759","","01/01/2015","12/31/2015"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.665","","01/01/2015","12/31/2015"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.947","","01/01/2015","12/31/2015"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.181","","01/01/2015","12/31/2015"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.810","","01/01/2015","12/31/2015"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.166","","01/01/2015","12/31/2015"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.252","","01/01/2015","12/31/2015"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.953","","01/01/2015","12/31/2015"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.066","","01/01/2015","12/31/2015"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.443","","01/01/2015","12/31/2015"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.982","","01/01/2015","12/31/2015"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.902","","01/01/2015","12/31/2015"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.027","","01/01/2015","12/31/2015"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.102","","01/01/2015","12/31/2015"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.425","","01/01/2015","12/31/2015"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.008","","01/01/2015","12/31/2015"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.176","","01/01/2015","12/31/2015"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.852","","01/01/2015","12/31/2015"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.899","","01/01/2015","12/31/2015"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.673","","01/01/2015","12/31/2015"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.832","","01/01/2015","12/31/2015"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.970","","01/01/2015","12/31/2015"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.821","","01/01/2015","12/31/2015"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.021","","01/01/2015","12/31/2015"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.854","","01/01/2015","12/31/2015"
