Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score
"080006","NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD RD","Seaford","DE","19973","SUSSEX","62.857142857143","06.285714285714","46.000000000000","11.500000000000","57.142857142857","22.857142857143","00.000000000000","00.000000000000","40.642857142857"
"360262","MERCY ST ANNE HOSPITAL","3404 SYLVANIA AVENUE","Toledo","OH","43623","LUCAS","51.428571428571","05.142857142857","24.000000000000","06.000000000000","54.285714285714","21.714285714286","10.000000000000","02.500000000000","35.357142857143"
"170166","MORTON COUNTY HOSPITAL","445 N HILLTOP","Elkhart","KS","67950","MORTON","Not Available","Not Available","Not Available","Not Available","60.000000000000","36.923076923077","100.000000000000","38.461538461538","75.384615384615"
"010130","ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","Pell City","AL","35125","SAINT CLAIR","76.666666666667","07.666666666667","72.000000000000","18.000000000000","50.000000000000","20.000000000000","80.000000000000","20.000000000000","65.666666666667"
"140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","836 WEST WELLINGTON AVENUE","Chicago","IL","60657","COOK","64.285714285714","06.428571428571","28.000000000000","07.000000000000","22.857142857143","09.142857142857","00.000000000000","00.000000000000","22.571428571429"
"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET","Waconia","MN","55387","CARVER","48.571428571429","04.857142857143","67.000000000000","16.750000000000","31.666666666667","12.666666666667","40.000000000000","10.000000000000","44.273809523810"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","Aventura","FL","33180","DADE","87.142857142857","08.714285714286","16.000000000000","04.000000000000","87.142857142857","34.857142857143","10.000000000000","02.500000000000","50.071428571429"
"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","Tyler","TX","75701","SMITH","21.428571428571","02.142857142857","41.000000000000","10.250000000000","45.714285714286","18.285714285714","00.000000000000","00.000000000000","30.678571428571"
"450617","CLEAR LAKE REGIONAL MEDICAL CENTER","500 MEDICAL CENTER BLVD","Webster","TX","77598","HARRIS","51.428571428571","05.142857142857","16.000000000000","04.000000000000","68.571428571429","27.428571428571","00.000000000000","00.000000000000","36.571428571429"
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35","Denton","TX","76201","DENTON","70.000000000000","07.000000000000","43.000000000000","10.750000000000","51.428571428571","20.571428571429","00.000000000000","00.000000000000","38.321428571429"
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","Fort Lauderdale","FL","33308","BROWARD","78.571428571429","07.857142857143","32.000000000000","08.000000000000","68.333333333333","27.333333333333","00.000000000000","00.000000000000","43.190476190476"
"100212","OCALA REGIONAL MEDICAL CENTER","1431 SW 1ST AVE","Ocala","FL","34478","MARION","84.285714285714","08.428571428571","16.000000000000","04.000000000000","27.142857142857","10.857142857143","00.000000000000","00.000000000000","23.285714285714"
"100242","GULF COAST REGIONAL MEDICAL CENTER","449 W 23RD ST","Panama City","FL","32405","BAY","72.857142857143","07.285714285714","14.000000000000","03.500000000000","72.857142857143","29.142857142857","00.000000000000","00.000000000000","39.928571428571"
"100254","CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","Tallahassee","FL","32308","LEON","87.142857142857","08.714285714286","26.000000000000","06.500000000000","28.571428571429","11.428571428571","10.000000000000","02.500000000000","29.142857142857"
"100265","MEASE COUNTRYSIDE HOSPITAL","3231 MCMULLEN BOOTH RD","Safety Harbor","FL","34695","PINELLAS","65.714285714286","06.571428571429","36.000000000000","09.000000000000","67.142857142857","26.857142857143","00.000000000000","00.000000000000","42.428571428571"
"100276","BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DR","Coral Springs","FL","33065","BROWARD","94.285714285714","09.428571428571","23.000000000000","05.750000000000","45.000000000000","18.000000000000","00.000000000000","00.000000000000","33.178571428571"
"110011","TANNER MEDICAL CENTER - CARROLLTON","705 DIXIE STREET","Carrollton","GA","30117","CARROLL","61.428571428571","06.142857142857","65.000000000000","16.250000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","42.392857142857"
"110200","NORTHSIDE MEDICAL CENTER","100 FRIST COURT","Columbus","GA","31909","MUSCOGEE","95.000000000000","15.833333333333","98.000000000000","40.833333333333","Not Available","Not Available","00.000000000000","00.000000000000","56.666666666667"
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","Wahiawa","HI","96786","HONOLULU","80.000000000000","08.000000000000","23.000000000000","05.750000000000","48.333333333333","19.333333333333","70.000000000000","17.500000000000","50.583333333333"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","Kealakekua","HI","96750","HAWAII","26.666666666667","02.666666666667","08.000000000000","02.000000000000","67.500000000000","27.000000000000","80.000000000000","20.000000000000","51.666666666667"
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","Idaho Falls","ID","83404","BONNEVILLE","40.000000000000","04.000000000000","18.000000000000","04.500000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","32.500000000000"
"130063","TREASURE VALLEY HOSPITAL","8800 WEST EMERALD STREET","Boise","ID","83704","ADA","72.000000000000","12.000000000000","89.000000000000","37.083333333333","Not Available","Not Available","100.000000000000","41.666666666667","90.750000000000"
"140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","701 WEST NORTH AVE","Melrose Park","IL","60160","COOK","21.428571428571","02.142857142857","15.000000000000","03.750000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","29.321428571429"
"140040","GALESBURG COTTAGE HOSPITAL","695 N KELLOGG ST","Galesburg","IL","61401","KNOX","88.571428571429","08.857142857143","38.000000000000","09.500000000000","56.666666666667","22.666666666667","00.000000000000","00.000000000000","41.023809523810"
"140043","CGH MEDICAL CENTER","100 EAST LEFEVRE ROAD","Sterling","IL","61081","WHITESIDE","64.285714285714","06.428571428571","50.000000000000","12.500000000000","50.000000000000","20.000000000000","30.000000000000","07.500000000000","46.428571428571"
"140058","PASSAVANT AREA HOSPITAL","1600 W WALNUT ST","Jacksonville","IL","62650","MORGAN","42.857142857143","04.285714285714","28.000000000000","07.000000000000","25.000000000000","10.000000000000","20.000000000000","05.000000000000","26.285714285714"
"140091","THE CARLE FOUNDATION HOSPITAL","611 WEST PARK STREET","Urbana","IL","61801","CHAMPAIGN","70.000000000000","07.000000000000","48.000000000000","12.000000000000","51.428571428571","20.571428571429","10.000000000000","02.500000000000","42.071428571429"
"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","Huntley","IL","60142","MCHENRY","74.285714285714","07.428571428571","25.000000000000","06.250000000000","77.142857142857","30.857142857143","00.000000000000","00.000000000000","44.535714285714"
"140122","ADVENTIST HINSDALE HOSPITAL","120 NORTH OAK ST","Hinsdale","IL","60521","DU PAGE","54.285714285714","05.428571428571","53.000000000000","13.250000000000","77.142857142857","30.857142857143","00.000000000000","00.000000000000","49.535714285714"
"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","Chicago","IL","60612","COOK","74.285714285714","07.428571428571","11.000000000000","02.750000000000","41.428571428571","16.571428571429","50.000000000000","12.500000000000","39.250000000000"
"140125","GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","Granite City","IL","62040","MADISON","100.000000000000","10.000000000000","19.000000000000","04.750000000000","40.000000000000","16.000000000000","00.000000000000","00.000000000000","30.750000000000"
"150074","COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","Indianapolis","IN","46219","MARION","60.000000000000","06.000000000000","48.000000000000","12.000000000000","51.428571428571","20.571428571429","00.000000000000","00.000000000000","38.571428571429"
"150125","COMMUNITY HOSPITAL","901 MACARTHUR BLVD","Munster","IN","46321","LAKE","68.571428571429","06.857142857143","56.000000000000","14.000000000000","57.142857142857","22.857142857143","00.000000000000","00.000000000000","43.714285714286"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","1227 EAST RUSHOLME STREET","Davenport","IA","52803","SCOTT","42.857142857143","04.285714285714","20.000000000000","05.000000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","33.285714285714"
"050006","ST JOSEPH HOSPITAL","2700 DOLBEER ST","Eureka","CA","95501","HUMBOLDT","30.000000000000","03.000000000000","09.000000000000","02.250000000000","50.000000000000","20.000000000000","40.000000000000","10.000000000000","35.250000000000"
"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","Chico","CA","95926","BUTTE","62.857142857143","06.285714285714","40.000000000000","10.000000000000","50.000000000000","20.000000000000","10.000000000000","02.500000000000","38.785714285714"
"160146","ST LUKES REGIONAL MEDICAL CENTER","2720 STONE PARK BOULEVARD","Sioux City","IA","51104","WOODBURY","34.285714285714","03.428571428571","18.000000000000","04.500000000000","64.285714285714","25.714285714286","30.000000000000","07.500000000000","41.142857142857"
"140166","ST MARYS HOSPITAL","1800 E LAKE SHORE DR","Decatur","IL","62521","MACON","80.000000000000","08.000000000000","30.000000000000","07.500000000000","41.666666666667","16.666666666667","20.000000000000","05.000000000000","37.166666666667"
"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","Marion","IL","62959","WILLIAMSON","94.285714285714","09.428571428571","39.000000000000","09.750000000000","41.666666666667","16.666666666667","20.000000000000","05.000000000000","40.845238095238"
"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","Belleville","IL","62222","ST. CLAIR","97.142857142857","09.714285714286","36.000000000000","09.000000000000","31.428571428571","12.571428571429","30.000000000000","07.500000000000","38.785714285714"
"140189","SARAH BUSH LINCOLN HEALTH CENTER","1000 HEALTH CENTER DRIVE P O BOX 372","Mattoon","IL","61938","COLES","50.000000000000","05.000000000000","54.000000000000","13.500000000000","40.000000000000","16.000000000000","30.000000000000","07.500000000000","42.000000000000"
"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","Naperville","IL","60540","DU PAGE","44.285714285714","04.428571428571","29.000000000000","07.250000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","35.107142857143"
"150010","ST VINCENT KOKOMO","1907 W SYCAMORE ST","Kokomo","IN","46904","HOWARD","94.285714285714","09.428571428571","39.000000000000","09.750000000000","52.857142857143","21.142857142857","00.000000000000","00.000000000000","40.321428571429"
"150026","IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","Goshen","IN","46526","ELKHART","77.142857142857","07.714285714286","41.000000000000","10.250000000000","44.285714285714","17.714285714286","20.000000000000","05.000000000000","40.678571428571"
"150034","ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","Hobart","IN","46342","LAKE","95.714285714286","09.571428571429","51.000000000000","12.750000000000","88.571428571429","35.428571428571","00.000000000000","00.000000000000","57.750000000000"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","Huntsville","AL","35801","MADISON","47.142857142857","04.714285714286","45.000000000000","11.250000000000","55.714285714286","22.285714285714","00.000000000000","00.000000000000","38.250000000000"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","Fayette","AL","35555","FAYETTE","77.500000000000","07.750000000000","94.000000000000","23.500000000000","70.000000000000","28.000000000000","30.000000000000","07.500000000000","66.750000000000"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","Dadeville","AL","36853","TALLAPOOSA","Not Available","Not Available","36.000000000000","10.000000000000","85.000000000000","37.777777777778","100.000000000000","27.777777777778","75.555555555556"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","Geneva","AL","36340","GENEVA","00.000000000000","00.000000000000","66.000000000000","16.500000000000","30.000000000000","12.000000000000","10.000000000000","02.500000000000","31.000000000000"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","Alexander City","AL","35010","TALLAPOOSA","61.428571428571","06.142857142857","79.000000000000","19.750000000000","68.333333333333","27.333333333333","00.000000000000","00.000000000000","53.226190476190"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","Winfield","AL","35594","MARION","25.000000000000","02.500000000000","38.000000000000","09.500000000000","83.333333333333","33.333333333333","00.000000000000","00.000000000000","45.333333333333"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","Tuscaloosa","AL","35401","TUSCALOOSA","48.571428571429","04.857142857143","33.000000000000","08.250000000000","22.857142857143","09.142857142857","00.000000000000","00.000000000000","22.250000000000"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","Huntsville","AL","35801","MADISON","44.285714285714","04.428571428571","24.000000000000","06.000000000000","41.428571428571","16.571428571429","10.000000000000","02.500000000000","29.500000000000"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","Greenville","AL","36037","BUTLER","78.571428571429","07.857142857143","47.000000000000","11.750000000000","53.333333333333","21.333333333333","00.000000000000","00.000000000000","40.940476190476"
"030010","ST. MARY'S HOSPITAL","1601 WEST ST MARY'S ROAD","Tucson","AZ","85745","PIMA","32.857142857143","03.285714285714","15.000000000000","03.750000000000","70.000000000000","28.000000000000","10.000000000000","02.500000000000","37.535714285714"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","Tuba City","AZ","86045","COCONINO","74.285714285714","07.428571428571","13.000000000000","03.250000000000","70.000000000000","28.000000000000","100.000000000000","25.000000000000","63.678571428571"
"030094","ABRAZO ARROWHEAD CAMPUS","18701 NORTH 67TH AVENUE","Glendale","AZ","85308","MARICOPA","68.571428571429","06.857142857143","15.000000000000","03.750000000000","52.857142857143","21.142857142857","00.000000000000","00.000000000000","31.750000000000"
"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","Fresno","CA","93721","FRESNO","42.857142857143","04.285714285714","35.000000000000","08.750000000000","25.714285714286","10.285714285714","00.000000000000","00.000000000000","23.321428571429"
"050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR","Vallejo","CA","94589","SOLANO","70.000000000000","07.000000000000","23.000000000000","05.750000000000","02.500000000000","01.000000000000","70.000000000000","17.500000000000","31.250000000000"
"050077","SCRIPPS MERCY HOSPITAL","4077 5TH AVE","San Diego","CA","92103","SAN DIEGO","45.714285714286","04.571428571429","14.000000000000","03.500000000000","62.857142857143","25.142857142857","10.000000000000","02.500000000000","35.714285714286"
"050084","ST JOSEPH'S MEDICAL CENTER OF STOCKTON","1800 N CALIFORNIA ST","Stockton","CA","95204","SAN JOAQUIN","78.571428571429","07.857142857143","17.000000000000","04.250000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","35.535714285714"
"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","Oceanside","CA","92056","SAN DIEGO","45.714285714286","04.571428571429","28.000000000000","07.000000000000","18.571428571429","07.428571428571","10.000000000000","02.500000000000","21.500000000000"
"050133","RIDEOUT MEMORIAL HOSPITAL","726 4TH ST","Marysville","CA","95901","YUBA","08.571428571429","00.857142857143","05.000000000000","01.250000000000","38.571428571429","15.428571428571","50.000000000000","12.500000000000","30.035714285714"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","Monterey","CA","93940","MONTEREY","48.571428571429","04.857142857143","47.000000000000","11.750000000000","37.142857142857","14.857142857143","30.000000000000","07.500000000000","38.964285714286"
"050194","WATSONVILLE COMMUNITY HOSPITAL","75 NIELSON STREET","Watsonville","CA","95076","SANTA CRUZ","50.000000000000","05.000000000000","18.000000000000","04.500000000000","42.000000000000","16.800000000000","50.000000000000","12.500000000000","38.800000000000"
"050228","SAN FRANCISCO GENERAL HOSPITAL","1001 POTRERO AVENUE","San Francisco","CA","94110","SAN FRANCISCO","44.285714285714","04.428571428571","12.000000000000","03.000000000000","41.428571428571","16.571428571429","30.000000000000","07.500000000000","31.500000000000"
"050248","NATIVIDAD MEDICAL CENTER","1441 CONSTITUTION BOULEVARD","Salinas","CA","93906","MONTEREY","70.000000000000","07.000000000000","16.000000000000","04.000000000000","74.000000000000","29.600000000000","00.000000000000","00.000000000000","40.600000000000"
"050254","MARSHALL MEDICAL CENTER","1100 MARSHALL WAY","Placerville","CA","95667","ELDORADO","77.142857142857","07.714285714286","30.000000000000","07.500000000000","48.571428571429","19.428571428571","50.000000000000","12.500000000000","47.142857142857"
"050289","SETON MEDICAL CENTER","1900 SULLIVAN AVENUE","Daly City","CA","94015","SAN MATEO","58.571428571429","05.857142857143","43.000000000000","10.750000000000","68.571428571429","27.428571428571","00.000000000000","00.000000000000","44.035714285714"
"050290","PROVIDENCE SAINT JOHN'S HEALTH CENTER","2121 SANTA MONICA BLVD","Santa Monica","CA","90404","LOS ANGELES","70.000000000000","07.000000000000","19.000000000000","04.750000000000","54.285714285714","21.714285714286","20.000000000000","05.000000000000","38.464285714286"
"050308","EL CAMINO HOSPITAL","2500 GRANT ROAD","Mountain View","CA","94040","SANTA CLARA","77.142857142857","07.714285714286","35.000000000000","08.750000000000","78.571428571429","31.428571428571","10.000000000000","02.500000000000","50.392857142857"
"050315","KERN MEDICAL CENTER","1700 MOUNT VERNON AVENUE","Bakersfield","CA","93306","KERN","34.000000000000","03.400000000000","04.000000000000","01.000000000000","27.500000000000","11.000000000000","00.000000000000","00.000000000000","15.400000000000"
"050334","SALINAS VALLEY MEMORIAL HOSPITAL","450 EAST ROMIE LANE","Salinas","CA","93901","MONTEREY","80.000000000000","08.000000000000","31.000000000000","07.750000000000","47.142857142857","18.857142857143","00.000000000000","00.000000000000","34.607142857143"
"050380","GOOD SAMARITAN HOSPITAL","2425 SAMARITAN DRIVE","San Jose","CA","95124","SANTA CLARA","88.571428571429","08.857142857143","20.000000000000","05.000000000000","20.000000000000","08.000000000000","10.000000000000","02.500000000000","24.357142857143"
"050471","GOOD SAMARITAN HOSPITAL","1225 WILSHIRE BOULEVARD","Los Angeles","CA","90017","LOS ANGELES","75.714285714286","07.571428571429","31.000000000000","07.750000000000","40.000000000000","16.000000000000","10.000000000000","02.500000000000","33.821428571429"
"060054","COMMUNITY HOSPITAL","2351 G RD","Grand Junction","CO","81505","MESA","45.714285714286","04.571428571429","25.000000000000","06.250000000000","12.000000000000","04.800000000000","20.000000000000","05.000000000000","20.621428571429"
"050557","MEMORIAL MEDICAL CENTER","1700 COFFEE RD","Modesto","CA","95355","STANISLAUS","82.857142857143","08.285714285714","41.000000000000","10.250000000000","28.571428571429","11.428571428571","30.000000000000","07.500000000000","37.464285714286"
"050581","LAKEWOOD REGIONAL MEDICAL CENTER","3700 E SOUTH ST","Lakewood","CA","90712","LOS ANGELES","42.857142857143","04.285714285714","10.000000000000","02.500000000000","68.571428571429","27.428571428571","00.000000000000","00.000000000000","34.214285714286"
"050589","PLACENTIA LINDA HOSPITAL","1301 N ROSE DRIVE","Placentia","CA","92870","ORANGE","90.000000000000","09.000000000000","56.000000000000","14.000000000000","52.000000000000","20.800000000000","00.000000000000","00.000000000000","43.800000000000"
"050663","LOS ANGELES COMMUNITY HOSPITAL","4081 E OLYMPIC BLVD","Los Angeles","CA","90023","LOS ANGELES","28.571428571429","02.857142857143","01.000000000000","00.250000000000","83.333333333333","33.333333333333","00.000000000000","00.000000000000","36.440476190476"
"050678","ORANGE COAST MEMORIAL MEDICAL CENTER","9920 TALBERT AVENUE","Fountain Valley","CA","92708","ORANGE","34.285714285714","03.428571428571","38.000000000000","09.500000000000","57.142857142857","22.857142857143","10.000000000000","02.500000000000","38.285714285714"
"050697","PATIENTS' HOSPITAL OF REDDING","2900 EUREKA WAY","Redding","CA","96001","SHASTA","90.000000000000","15.000000000000","100.000000000000","41.666666666667","Not Available","Not Available","100.000000000000","41.666666666667","98.333333333333"
"060014","PRESBYTERIAN ST LUKES MEDICAL CENTER","1719 E 19TH AVE","Denver","CO","80218","DENVER","48.571428571429","04.857142857143","41.000000000000","10.250000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","31.678571428571"
"060024","UNIVERSITY OF COLORADO HOSPITAL AUTHORITY","12605 EAST 16TH AVENUE","Aurora","CO","80045","ADAMS","81.428571428571","08.142857142857","39.000000000000","09.750000000000","42.857142857143","17.142857142857","20.000000000000","05.000000000000","40.035714285714"
"060030","MCKEE MEDICAL CENTER","2000 BOISE AVE","Loveland","CO","80538","LARIMER","55.714285714286","05.571428571429","47.000000000000","11.750000000000","25.714285714286","10.285714285714","20.000000000000","05.000000000000","32.607142857143"
"060034","SWEDISH MEDICAL CENTER","501 E HAMPDEN AVENUE","Englewood","CO","80113","ARAPAHOE","80.000000000000","08.000000000000","23.000000000000","05.750000000000","44.285714285714","17.714285714286","00.000000000000","00.000000000000","31.464285714286"
"430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA","4500 W 69TH ST","Sioux Falls","SD","57108","MINNEHAHA","88.333333333333","08.833333333333","78.000000000000","19.500000000000","68.000000000000","27.200000000000","00.000000000000","00.000000000000","55.533333333333"
"440008","HENDERSON COUNTY COMMUNITY HOSPITAL","200 W CHURCH ST","Lexington","TN","38351","HENDERSON","Not Available","Not Available","Not Available","Not Available","53.333333333333","32.820512820513","10.000000000000","03.846153846154","36.666666666667"
"440018","SYCAMORE SHOALS HOSPITAL","1501 WEST ELK AVENUE","Elizabethton","TN","37643","CARTER","28.571428571429","02.857142857143","63.000000000000","15.750000000000","75.000000000000","30.000000000000","00.000000000000","00.000000000000","48.607142857143"
"440039","VANDERBILT UNIVERSITY HOSPITAL","1161 21ST AVENUE SOUTH","Nashville","TN","37232","DAVIDSON","22.857142857143","02.285714285714","30.000000000000","07.500000000000","42.857142857143","17.142857142857","00.000000000000","00.000000000000","26.928571428571"
"440051","TENNOVA HEALTHCARE-MCNAIRY REGIONAL","705 E POPLAR AVE","Selmer","TN","38375","MCNAIRY","Not Available","Not Available","30.000000000000","08.333333333333","55.000000000000","24.444444444444","10.000000000000","02.777777777778","35.555555555556"
"440061","TENNOVA HEALTHCARE-VOLUNTEER MARTIN","161 MOUNT PELIA RD","Martin","TN","38237","WEAKLEY","81.666666666667","08.166666666667","38.000000000000","09.500000000000","42.500000000000","17.000000000000","30.000000000000","07.500000000000","42.166666666667"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","Chattanooga","TN","37404","HAMILTON","55.714285714286","05.571428571429","27.000000000000","06.750000000000","28.571428571429","11.428571428571","00.000000000000","00.000000000000","23.750000000000"
"070007","LAWRENCE & MEMORIAL HOSPITAL","365 MONTAUK AVE","New London","CT","06320","NEW LONDON","40.000000000000","04.000000000000","19.000000000000","04.750000000000","48.571428571429","19.428571428571","00.000000000000","00.000000000000","28.178571428571"
"090008","UNITED MEDICAL CENTER","1310 SOUTHERN AVENUE  SE","Washington","DC","20032","DISTRICT OF COLUMBIA","21.428571428571","02.142857142857","04.000000000000","01.000000000000","75.000000000000","30.000000000000","20.000000000000","05.000000000000","38.142857142857"
"100029","NORTH SHORE MEDICAL CENTER","1100 NW 95TH ST","Miami","FL","33150","DADE","77.142857142857","07.714285714286","13.000000000000","03.250000000000","55.714285714286","22.285714285714","00.000000000000","00.000000000000","33.250000000000"
"100039","BROWARD HEALTH MEDICAL CENTER","1600 S ANDREWS AVE","Fort Lauderdale","FL","33316","BROWARD","87.142857142857","08.714285714286","29.000000000000","07.250000000000","57.142857142857","22.857142857143","10.000000000000","02.500000000000","41.321428571429"
"100053","HIALEAH HOSPITAL","651 E 25TH ST","Hialeah","FL","33013","DADE","67.142857142857","06.714285714286","23.000000000000","05.750000000000","54.285714285714","21.714285714286","10.000000000000","02.500000000000","36.678571428571"
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","Ocala","FL","34471","MARION","30.000000000000","03.000000000000","14.000000000000","03.500000000000","52.857142857143","21.142857142857","00.000000000000","00.000000000000","27.642857142857"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","Lake City","FL","32055","COLUMBIA","10.000000000000","01.000000000000","33.000000000000","08.250000000000","65.000000000000","26.000000000000","00.000000000000","00.000000000000","35.250000000000"
"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","Bartow","FL","33830","POLK","38.571428571429","03.857142857143","17.000000000000","04.250000000000","45.000000000000","18.000000000000","00.000000000000","00.000000000000","26.107142857143"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE S","Saint Petersburg","FL","33707","PINELLAS","45.714285714286","04.571428571429","13.000000000000","03.250000000000","62.857142857143","25.142857142857","00.000000000000","00.000000000000","32.964285714286"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","Fernandina Beach","FL","32034","NASSAU","28.571428571429","02.857142857143","56.000000000000","14.000000000000","48.000000000000","19.200000000000","20.000000000000","05.000000000000","41.057142857143"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","Wilkes-Barre","PA","18711","LUZERNE","58.571428571429","05.857142857143","42.000000000000","10.500000000000","15.714285714286","06.285714285714","10.000000000000","02.500000000000","25.142857142857"
"420020","GEORGETOWN MEMORIAL HOSPITAL","606 BLACK RIVER RD DRAWER 1718","Georgetown","SC","29440","GEORGETOWN","28.571428571429","02.857142857143","40.000000000000","10.000000000000","44.000000000000","17.600000000000","20.000000000000","05.000000000000","35.457142857143"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","Florence","SC","29506","FLORENCE","72.857142857143","07.285714285714","45.000000000000","11.250000000000","47.142857142857","18.857142857143","20.000000000000","05.000000000000","42.392857142857"
"420086","PALMETTO HEALTH BAPTIST","TAYLOR AT MARION ST","Columbia","SC","29220","RICHLAND","44.285714285714","04.428571428571","40.000000000000","10.000000000000","34.285714285714","13.714285714286","00.000000000000","00.000000000000","28.142857142857"
"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","Dallas","TX","75203","DALLAS","68.571428571429","06.857142857143","29.000000000000","07.250000000000","47.142857142857","18.857142857143","00.000000000000","00.000000000000","32.964285714286"
"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","San Antonio","TX","78205","BEXAR","67.142857142857","06.714285714286","16.000000000000","04.000000000000","40.000000000000","16.000000000000","00.000000000000","00.000000000000","26.714285714286"
"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","Tyler","TX","75701","SMITH","85.714285714286","08.571428571429","25.000000000000","06.250000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","31.392857142857"
"450124","UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","601 E 15TH STREET","Austin","TX","78701","TRAVIS","30.000000000000","03.000000000000","21.000000000000","05.250000000000","23.333333333333","09.333333333333","00.000000000000","00.000000000000","17.583333333333"
"450128","KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET","Weslaco","TX","78596","HIDALGO","41.428571428571","04.142857142857","17.000000000000","04.250000000000","76.666666666667","30.666666666667","30.000000000000","07.500000000000","46.559523809524"
"450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","Fort Worth","TX","76104","TARRANT","58.571428571429","05.857142857143","53.000000000000","13.250000000000","27.142857142857","10.857142857143","00.000000000000","00.000000000000","29.964285714286"
