"Hospital_Name","PROVIDER ID","State","Fiscal Year","Domain_1_Score","Domain_1_Score_Footnote","Domain_1_Start_Date","Domain_1_End_Date","AHRQ_PSI_90_Score","AHRQ_PSI_90_Score_Footnote","Domain_2_Score","Domain_2_Score_Footnote","CLABSI_Score","CLABSI_Score_Footnote","CAUTI_Score","CAUTI_Score_Footnote","SSI_Score","SSI_Score_Footnote","Domain_2_Start_Date","Domain_2_End_Date","TOTAL_HAC_SCORE","Total_HAC_Score_Footnote"
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,7,,8,,3,,01012013,12312014,6.0000,
KENNEDY UNIVERSITY HOSPITAL,310086,NJ,2016,6.0000,,07012012,06302014,6.0000,,6.3333,,6,,6,,7,,01012013,12312014,6.2500,
MEMORIAL HOSPITAL OF SALEM COUNTY,310091,NJ,2016,4.0000,,07012012,06302014,4.0000,,6.6667,,7,,6,,7,,01012013,12312014,6.0000,
CAPITAL HEALTH REGIONAL MEDICAL CENTER,310092,NJ,2016,9.0000,,07012012,06302014,9.0000,,8.0000,,8,,9,,7,,01012013,12312014,8.2500,
"SAINT MICHAEL'S MEDICAL CENTER, INC",310096,NJ,2016,3.0000,,07012012,06302014,3.0000,,9.0000,,9,,8,,10,,01012013,12312014,7.5000,
JFK MEDICAL CENTER,310108,NJ,2016,8.0000,,07012012,06302014,8.0000,,6.0000,,7,,7,,4,,01012013,12312014,6.5000,
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,2016,10.0000,,07012012,06302014,10.0000,,7.3333,,9,,5,,8,,01012013,12312014,8.0000,
CENTRASTATE MEDICAL CENTER,310111,NJ,2016,4.0000,,07012012,06302014,4.0000,,9.0000,,9,,9,,9,,01012013,12312014,7.7500,
BAYSHORE COMMUNITY HOSPITAL,310112,NJ,2016,2.0000,,07012012,06302014,2.0000,,6.6667,,9,,9,,2,,01012013,12312014,5.5000,
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,2016,10.0000,,07012012,06302014,10.0000,,6.6667,,10,,8,,2,,01012013,12312014,7.5000,
HACKETTSTOWN REGIONAL MEDICAL CENTER,310115,NJ,2016,10.0000,,07012012,06302014,10.0000,,4.0000,,1,,3,,8,,01012013,12312014,5.5000,
MEADOWLANDS HOSPITAL MEDICAL CENTER,310118,NJ,2016,8.0000,,07012012,06302014,8.0000,,6.0000,,10,,7,,1,,01012013,12312014,6.5000,
THE UNIVERSITY HOSPITAL,310119,NJ,2016,10.0000,,07012012,06302014,10.0000,,9.0000,,9,,8,,10,,01012013,12312014,9.2500,
HACKENSACK UMC AT PASCACK VALLEY,310130,NJ,2016,2.0000,,07012012,06302014,2.0000,,6.3333,,8,,10,,1,,01012013,12312014,5.2500,
UNIVERSITY OF NEW MEXICO HOSPITAL,320001,NM,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,6,,7,,10,,01012013,12312014,8.0000,
ST VINCENT HOSPITAL,320002,NM,2016,8.0000,,07012012,06302014,8.0000,,8.6667,,10,,6,,10,,01012013,12312014,8.5000,
ALTA VISTA REGIONAL HOSPITAL,320003,NM,2016,3.0000,,07012012,06302014,3.0000,,5.5000,,N/A,,5,,6,,01012013,12312014,4.8750,
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,7,,7,,6,,01012013,12312014,5.2500,
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,2016,8.0000,,07012012,06302014,8.0000,,8.3333,,9,,10,,6,,01012013,12312014,8.2500,
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,2016,10.0000,,07012012,06302014,10.0000,,3.0000,,7,,1,,1,,01012013,12312014,4.7500,
LOVELACE MEDICAL CENTER,320009,NM,2016,8.0000,,07012012,06302014,8.0000,,5.6667,,9,,2,,6,,01012013,12312014,6.2500,
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,2016,5.0000,,07012012,06302014,5.0000,,1.0000,,1,,1,,1,,01012013,12312014,2.0000,
HOLY CROSS HOSPITAL,320013,NM,2016,9.0000,,07012012,06302014,9.0000,,5.0000,,N/A,,N/A,,5,,01012013,12312014,6.0000,
GILA REGIONAL MEDICAL CENTER,320016,NM,2016,10.0000,,07012012,06302014,10.0000,,7.0000,,N/A,,9,,5,,01012013,12312014,7.7500,
LOVELACE WOMEN'S HOSPITAL,320017,NM,2016,4.0000,,07012012,06302014,4.0000,,3.3333,,4,,3,,3,,01012013,12312014,3.5000,
MEMORIAL MEDICAL CENTER INC,320018,NM,2016,7.0000,,07012012,06302014,7.0000,,6.3333,,3,,7,,9,,01012013,12312014,6.5000,
PRESBYTERIAN HOSPITAL,320021,NM,2016,8.0000,,07012012,06302014,8.0000,,8.3333,,9,,10,,6,,01012013,12312014,8.2500,
PLAINS REGIONAL MEDICAL CENTER,320022,NM,2016,9.0000,,07012012,06302014,9.0000,,3.0000,,N/A,,1,,5,,01012013,12312014,4.5000,
ARTESIA GENERAL HOSPITAL,320030,NM,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
LOS ALAMOS MEDICAL CENTER,320033,NM,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,2016,2.0000,,07012012,06302014,2.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,2.0000,
SANTA FE PHS INDIAN HOSPITAL,320057,NM,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
MESCALERO PHS INDIAN HOSPITAL,320058,NM,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,2016,9.0000,,07012012,06302014,9.0000,,10.0000,,N/A,,N/A,,10,,01012013,12312014,9.7500,
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
GALLUP INDIAN MEDICAL CENTER,320061,NM,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,10,,1,,10,,01012013,12312014,6.2500,
CROWNPOINT PHS INDIAN HOSPITAL,320062,NM,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
CARLSBAD MEDICAL CENTER,320063,NM,2016,8.0000,,07012012,06302014,8.0000,,3.0000,,1,,1,,7,,01012013,12312014,4.2500,
LEA REGIONAL MEDICAL CENTER,320065,NM,2016,3.0000,,07012012,06302014,3.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.5000,
GUADALUPE COUNTY HOSPITAL,320067,NM,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
ACOMA-CANONCITO-LAGUNA IHS HOSPITAL,320070,NM,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
LOVELACE WESTSIDE HOSPITAL,320074,NM,2016,7.0000,,07012012,06302014,7.0000,,4.0000,,N/A,,4,,N/A,,01012013,12312014,4.7500,
ROOSEVELT GENERAL HOSPITAL,320084,NM,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,2016,3.0000,,07012012,06302014,3.0000,,5.6667,,3,,7,,7,,01012013,12312014,5.0000,
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,2016,5.0000,,07012012,06302014,5.0000,,4.0000,,N/A,,N/A,,4,,01012013,12312014,4.2500,
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,1,,1,,N/A,,01012013,12312014,2.7500,
ALBANY MEMORIAL HOSPITAL,330003,NY,2016,6.0000,,07012012,06302014,6.0000,,3.3333,,1,,3,,6,,01012013,12312014,4.0000,
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,330004,NY,2016,2.0000,,07012012,06302014,2.0000,,1.6667,,3,,1,,1,,01012013,12312014,1.7500,
KALEIDA HEALTH,330005,NY,2016,10.0000,,07012012,06302014,10.0000,,8.0000,,7,,9,,8,,01012013,12312014,8.5000,
ST JOSEPH'S MEDICAL CENTER,330006,NY,2016,5.0000,,07012012,06302014,5.0000,,7.6667,,9,,9,,5,,01012013,12312014,7.0000,
WYOMING COUNTY COMMUNITY HOSPITAL,330008,NY,2016,7.0000,,07012012,06302014,7.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.5000,
BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,330009,NY,2016,8.0000,,07012012,06302014,8.0000,,3.6667,,6,,3,,2,,01012013,12312014,4.7500,
LOURDES HOSPITAL,330011,NY,2016,8.0000,,07012012,06302014,8.0000,,4.0000,,4,,3,,5,,01012013,12312014,5.0000,
ALBANY MEDICAL CENTER HOSPITAL,330013,NY,2016,7.0000,,07012012,06302014,7.0000,,7.0000,,4,,8,,9,,01012013,12312014,7.0000,
JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,2016,1.0000,,07012012,06302014,1.0000,,9.0000,,9,,9,,9,,01012013,12312014,7.0000,
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,2016,1.0000,,07012012,06302014,1.0000,,2.6667,,1,,3,,4,,01012013,12312014,2.2500,
VASSAR BROTHERS MEDICAL CENTER,330023,NY,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,4,,5,,3,,01012013,12312014,3.5000,
MOUNT SINAI HOSPITAL,330024,NY,2016,6.0000,,07012012,06302014,6.0000,,5.3333,,4,,3,,9,,01012013,12312014,5.5000,
NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,2016,7.0000,,07012012,06302014,7.0000,,5.6667,,4,,5,,8,,01012013,12312014,6.0000,
RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,2016,10.0000,,07012012,06302014,10.0000,,5.6667,,6,,6,,5,,01012013,12312014,6.7500,
NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,2016,10.0000,,07012012,06302014,10.0000,,3.0000,,1,,4,,4,,01012013,12312014,4.7500,
"CHENANGO MEMORIAL HOSPITAL, INC",330033,NY,2016,7.0000,,07012012,06302014,7.0000,,4.0000,,N/A,,4,,N/A,,01012013,12312014,4.7500,
NS/LIJ HS SOUTHSIDE HOSPITAL,330043,NY,2016,9.0000,,07012012,06302014,9.0000,,8.0000,,4,,10,,10,,01012013,12312014,8.2500,
FAXTON-ST LUKE'S HEALTHCARE,330044,NY,2016,7.0000,,07012012,06302014,7.0000,,5.0000,,4,,5,,6,,01012013,12312014,5.5000,
NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,2016,2.0000,,07012012,06302014,2.0000,,7.3333,,5,,8,,9,,01012013,12312014,6.0000,
MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,2016,9.0000,,07012012,06302014,9.0000,,5.6667,,4,,6,,7,,01012013,12312014,6.5000,
ST MARY'S HEALTHCARE,330047,NY,2016,1.0000,,07012012,06302014,1.0000,,4.0000,,N/A,,1,,7,,01012013,12312014,3.2500,
NORTHERN DUTCHESS HOSPITAL,330049,NY,2016,3.0000,,07012012,06302014,3.0000,,10.0000,,N/A,,10,,10,,01012013,12312014,8.2500,
NEW YORK HOSPITAL QUEENS,330055,NY,2016,3.0000,,07012012,06302014,3.0000,,6.0000,,6,,5,,7,,01012013,12312014,5.2500,
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,NY,2016,10.0000,,07012012,06302014,10.0000,,9.3333,,10,,10,,8,,01012013,12312014,9.5000,
ST PETERS HOSPITAL,330057,NY,2016,7.0000,,07012012,06302014,7.0000,,7.3333,,5,,8,,9,,01012013,12312014,7.2500,
FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,330058,NY,2016,7.0000,,07012012,06302014,7.0000,,7.6667,,5,,8,,10,,01012013,12312014,7.5000,
MONTEFIORE MEDICAL CENTER,330059,NY,2016,10.0000,,07012012,06302014,10.0000,,7.0000,,5,,8,,8,,01012013,12312014,7.7500,
LAWRENCE HOSPITAL CENTER,330061,NY,2016,3.0000,,07012012,06302014,3.0000,,5.6667,,6,,7,,4,,01012013,12312014,5.0000,
NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,1,,4,,10,,01012013,12312014,4.7500,
UNITED MEMORIAL MEDICAL CENTER,330073,NY,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,1,,3,,10,,01012013,12312014,4.0000,
F F THOMPSON HOSPITAL,330074,NY,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,1,,3,,10,,01012013,12312014,4.0000,
SISTERS OF CHARITY HOSPITAL,330078,NY,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,3,,6,,9,,01012013,12312014,5.0000,
ADIRONDACK MEDICAL CENTER,330079,NY,2016,10.0000,,07012012,06302014,10.0000,,4.3333,,1,,4,,8,,01012013,12312014,5.7500,
LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,9,,4,,7,,01012013,12312014,5.7500,
ALICE HYDE MEDICAL CENTER,330084,NY,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,2.7500,
AURELIA OSBORN FOX MEMORIAL HOSPITAL,330085,NY,2016,8.0000,,07012012,06302014,8.0000,,5.0000,,N/A,,N/A,,5,,01012013,12312014,5.7500,
MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,2016,7.0000,,07012012,06302014,7.0000,,6.6667,,10,,1,,9,,01012013,12312014,6.7500,
EASTERN LONG ISLAND HOSPITAL,330088,NY,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
ARNOT OGDEN MEDICAL CENTER,330090,NY,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,9,,3,,8,,01012013,12312014,5.2500,
COLUMBIA MEMORIAL HOSPITAL,330094,NY,2016,10.0000,,07012012,06302014,10.0000,,7.0000,,6,,7,,8,,01012013,12312014,7.7500,
JONES MEMORIAL HOSPITAL,330096,NY,2016,9.0000,,07012012,06302014,9.0000,,3.6667,,1,,1,,9,,01012013,12312014,5.0000,
NY EYE AND EAR INFIRMARY OF MOUNT SINAI,330100,NY,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,2016,5.0000,,07012012,06302014,5.0000,,7.3333,,7,,8,,7,,01012013,12312014,6.7500,
KENMORE MERCY HOSPITAL,330102,NY,2016,8.0000,,07012012,06302014,8.0000,,6.3333,,1,,9,,9,,01012013,12312014,6.7500,
OLEAN GENERAL HOSPITAL,330103,NY,2016,9.0000,,07012012,06302014,9.0000,,4.6667,,4,,4,,6,,01012013,12312014,5.7500,
NYACK HOSPITAL,330104,NY,2016,1.0000,,07012012,06302014,1.0000,,7.0000,,9,,6,,6,,01012013,12312014,5.5000,
NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET,330106,NY,2016,10.0000,,07012012,06302014,10.0000,,7.3333,,4,,9,,9,,01012013,12312014,8.0000,
PECONIC BAY MEDICAL CENTER,330107,NY,2016,10.0000,,07012012,06302014,10.0000,,3.3333,,8,,1,,1,,01012013,12312014,5.0000,
"ST JOSEPH'S HOSPITAL, INC",330108,NY,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
BERTRAND CHAFFEE HOSPITAL,330111,NY,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
ONEIDA HEALTHCARE CENTER,330115,NY,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,N/A,,1,,7,,01012013,12312014,4.0000,
LENOX HILL HOSPITAL,330119,NY,2016,9.0000,,07012012,06302014,9.0000,,8.0000,,5,,10,,9,,01012013,12312014,8.2500,
ROCHESTER GENERAL HOSPITAL,330125,NY,2016,10.0000,,07012012,06302014,10.0000,,5.6667,,3,,5,,9,,01012013,12312014,6.7500,
ORANGE REGIONAL MEDICAL CENTER,330126,NY,2016,2.0000,,07012012,06302014,2.0000,,8.0000,,9,,10,,5,,01012013,12312014,6.5000,
JACOBI MEDICAL CENTER,330127,NY,2016,10.0000,,07012012,06302014,10.0000,,6.6667,,5,,6,,9,,01012013,12312014,7.5000,
ELMHURST HOSPITAL CENTER,330128,NY,2016,4.0000,,07012012,06302014,4.0000,,7.6667,,5,,8,,10,,01012013,12312014,6.7500,
TLC HEALTH NETWORK LAKE SHORE,330132,NY,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
BON SECOURS COMMUNITY HOSPITAL,330135,NY,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,8,,3,,1,,01012013,12312014,4.0000,
BASSETT HEALTHCARE,330136,NY,2016,8.0000,,07012012,06302014,8.0000,,6.3333,,8,,5,,6,,01012013,12312014,6.7500,
ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,2016,7.0000,,07012012,06302014,7.0000,,8.0000,,7,,8,,9,,01012013,12312014,7.7500,
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,330141,NY,2016,3.0000,,07012012,06302014,3.0000,,7.6667,,5,,8,,10,,01012013,12312014,6.5000,
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",330144,NY,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
ST JAMES MERCY HOSPITAL,330151,NY,2016,9.0000,,07012012,06302014,9.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,9.0000,
ELLIS HOSPITAL,330153,NY,2016,5.0000,,07012012,06302014,5.0000,,5.6667,,5,,7,,5,,01012013,12312014,5.5000,
SAMARITAN MEDICAL CENTER,330157,NY,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,1,,4,,9,,01012013,12312014,4.0000,
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,2016,5.0000,,07012012,06302014,5.0000,,8.0000,,9,,7,,8,,01012013,12312014,7.2500,
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,2016,10.0000,,07012012,06302014,10.0000,,5.0000,,5,,5,,5,,01012013,12312014,6.2500,
NORTHERN WESTCHESTER HOSPITAL,330162,NY,2016,9.0000,,07012012,06302014,9.0000,,7.3333,,8,,5,,9,,01012013,12312014,7.7500,
EASTERN NIAGARA HOSPITAL,330163,NY,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,1,,10,,10,,01012013,12312014,6.2500,
HIGHLAND HOSPITAL,330164,NY,2016,3.0000,,07012012,06302014,3.0000,,7.6667,,6,,8,,9,,01012013,12312014,6.5000,
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
WINTHROP-UNIVERSITY HOSPITAL,330167,NY,2016,5.0000,,07012012,06302014,5.0000,,3.6667,,3,,5,,3,,01012013,12312014,4.0000,
MOUNT SINAI BETH ISRAEL,330169,NY,2016,5.0000,,07012012,06302014,5.0000,,5.0000,,5,,3,,7,,01012013,12312014,5.0000,
"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,2016,3.0000,,07012012,06302014,3.0000,,4.6667,,9,,1,,4,,01012013,12312014,4.2500,
SAMARITAN HOSPITAL,330180,NY,2016,7.0000,,07012012,06302014,7.0000,,6.0000,,4,,7,,7,,01012013,12312014,6.2500,
NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE,330181,NY,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,10,,10,,3,,01012013,12312014,8.0000,
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,2016,7.0000,,07012012,06302014,7.0000,,7.0000,,5,,8,,8,,01012013,12312014,7.0000,
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,2016,5.0000,,07012012,06302014,5.0000,,7.6667,,4,,10,,9,,01012013,12312014,7.0000,
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,2016,3.0000,,07012012,06302014,3.0000,,7.0000,,7,,7,,7,,01012013,12312014,6.0000,
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,2016,8.0000,,07012012,06302014,8.0000,,6.3333,,1,,8,,10,,01012013,12312014,6.7500,
GLENS FALLS HOSPITAL,330191,NY,2016,2.0000,,07012012,06302014,2.0000,,6.6667,,7,,9,,4,,01012013,12312014,5.5000,
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,2016,5.0000,,07012012,06302014,5.0000,,9.6667,,9,,10,,10,,01012013,12312014,8.5000,
MAIMONIDES MEDICAL CENTER,330194,NY,2016,9.0000,,07012012,06302014,9.0000,,5.3333,,2,,5,,9,,01012013,12312014,6.2500,
NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,2016,8.0000,,07012012,06302014,8.0000,,6.6667,,3,,7,,10,,01012013,12312014,7.0000,
CONEY ISLAND HOSPITAL,330196,NY,2016,8.0000,,07012012,06302014,8.0000,,7.6667,,10,,10,,3,,01012013,12312014,7.7500,
CANTON-POTSDAM HOSPITAL,330197,NY,2016,8.0000,,07012012,06302014,8.0000,,4.0000,,N/A,,1,,7,,01012013,12312014,5.0000,
SOUTH NASSAU COMMUNITIES HOSPITAL,330198,NY,2016,5.0000,,07012012,06302014,5.0000,,5.0000,,3,,8,,4,,01012013,12312014,5.0000,
METROPOLITAN HOSPITAL CENTER,330199,NY,2016,4.0000,,07012012,06302014,4.0000,,8.0000,,8,,6,,10,,01012013,12312014,7.0000,
KINGSBROOK JEWISH MEDICAL CENTER,330201,NY,2016,4.0000,,07012012,06302014,4.0000,,8.0000,,10,,7,,7,,01012013,12312014,7.0000,
KINGS COUNTY HOSPITAL CENTER,330202,NY,2016,9.0000,,07012012,06302014,9.0000,,9.0000,,9,,9,,9,,01012013,12312014,9.0000,
CROUSE HOSPITAL,330203,NY,2016,9.0000,,07012012,06302014,9.0000,,9.0000,,9,,10,,8,,01012013,12312014,9.0000,
BELLEVUE HOSPITAL CENTER,330204,NY,2016,6.0000,,07012012,06302014,6.0000,,5.6667,,5,,5,,7,,01012013,12312014,5.7500,
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,2016,7.0000,,07012012,06302014,7.0000,,1.0000,,1,,1,,1,,01012013,12312014,2.5000,
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,2016,1.0000,,07012012,06302014,1.0000,,9.0000,,10,,10,,7,,01012013,12312014,7.0000,
CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,2016,4.0000,,07012012,06302014,4.0000,,4.5000,,N/A,,1,,8,,01012013,12312014,4.3750,
NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,330214,NY,2016,7.0000,,07012012,06302014,7.0000,,6.6667,,4,,6,,10,,01012013,12312014,6.7500,
"ROME MEMORIAL HOSPITAL, INC",330215,NY,2016,6.0000,,07012012,06302014,6.0000,,6.3333,,7,,9,,3,,01012013,12312014,6.2500,
OSWEGO HOSPITAL,330218,NY,2016,2.0000,,07012012,06302014,2.0000,,3.3333,,1,,1,,8,,01012013,12312014,3.0000,
ERIE COUNTY MEDICAL CENTER,330219,NY,2016,4.0000,,07012012,06302014,4.0000,,4.6667,,5,,5,,4,,01012013,12312014,4.5000,
WYCKOFF HEIGHTS MEDICAL CENTER,330221,NY,2016,3.0000,,07012012,06302014,3.0000,,9.3333,,10,,9,,9,,01012013,12312014,7.7500,
SARATOGA HOSPITAL,330222,NY,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,5,,9,,5,,01012013,12312014,7.0000,
MASSENA MEMORIAL HOSPITAL,330223,NY,2016,10.0000,,07012012,06302014,10.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,10.0000,
HEALTHALLIANCE HOSPITAL MARY'S AVENUE CAMPUS,330224,NY,2016,2.0000,,07012012,06302014,2.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,2.0000,
UNITY HOSPITAL,330226,NY,2016,3.0000,,07012012,06302014,3.0000,,7.6667,,6,,9,,8,,01012013,12312014,6.5000,
BROOKS MEMORIAL HOSPITAL,330229,NY,2016,6.0000,,07012012,06302014,6.0000,,3.0000,,N/A,,1,,5,,01012013,12312014,3.7500,
QUEENS HOSPITAL CENTER,330231,NY,2016,2.0000,,07012012,06302014,2.0000,,8.0000,,9,,10,,5,,01012013,12312014,6.5000,
ST MARY'S HOSPITAL ( TROY ),330232,NY,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,5,,7,,7,,01012013,12312014,5.0000,
BROOKDALE HOSPITAL MEDICAL CENTER,330233,NY,2016,8.0000,,07012012,06302014,8.0000,,9.3333,,9,,10,,9,,01012013,12312014,9.0000,
WESTCHESTER MEDICAL CENTER,330234,NY,2016,10.0000,,07012012,06302014,10.0000,,7.3333,,5,,8,,9,,01012013,12312014,8.0000,
AUBURN COMMUNITY HOSPITAL,330235,NY,2016,3.0000,,07012012,06302014,3.0000,,4.5000,,6,,N/A,,3,,01012013,12312014,4.1250,
NEW YORK METHODIST HOSPITAL,330236,NY,2016,10.0000,,07012012,06302014,10.0000,,5.6667,,5,,9,,3,,01012013,12312014,6.7500,
NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,N/A,,7,,3,,01012013,12312014,4.2500,
WOMAN'S CHRISTIAN ASSOCIATION,330239,NY,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,5,,10,,3,,01012013,12312014,4.7500,
HARLEM HOSPITAL CENTER,330240,NY,2016,5.0000,,07012012,06302014,5.0000,,5.0000,,1,,5,,9,,01012013,12312014,5.0000,
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,NY,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,4,,7,,5,,01012013,12312014,6.5000,
ST ELIZABETH MEDICAL CENTER,330245,NY,2016,10.0000,,07012012,06302014,10.0000,,7.3333,,7,,6,,9,,01012013,12312014,8.0000,
CHSLI ST CHARLES HOSPITAL,330246,NY,2016,7.0000,,07012012,06302014,7.0000,,5.3333,,10,,4,,2,,01012013,12312014,5.7500,
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,330250,NY,2016,9.0000,,07012012,06302014,9.0000,,7.3333,,8,,5,,9,,01012013,12312014,7.7500,
MERCY MEDICAL CENTER,330259,NY,2016,7.0000,,07012012,06302014,7.0000,,5.6667,,3,,8,,6,,01012013,12312014,6.0000,
PHELPS MEMORIAL HOSPITAL CENTER,330261,NY,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,8,,5,,5,,01012013,12312014,6.0000,
ST LUKE'S CORNWALL HOSPITAL,330264,NY,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,5,,7,,8,,01012013,12312014,5.2500,
