Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Start_Date,End_Date
"210037","UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON","OP-26","468","0","53","102","17","388","411","62","181","","01/01/2014","12/31/2014"
"210038","UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS","OP-26","1599","428","521","1027","1999","96","192","105","13","","01/01/2014","12/31/2014"
"210039","CALVERT MEMORIAL HOSPITAL","OP-26","2835","41","962","1032","2059","310","280","25","91","","01/01/2014","12/31/2014"
"210040","NORTHWEST HOSPITAL CENTER","OP-26","1785","0","251","438","64","202","74","12","56","","01/01/2014","12/31/2014"
"210043","UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER","OP-26","1535","39","151","678","751","401","233","245","197","","01/01/2014","12/31/2014"
"210044","GREATER BALTIMORE MEDICAL CENTER","OP-26","4290","763","233","480","147","845","623","30","372","","01/01/2014","12/31/2014"
"210045","MCCREADY HEALTH","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"210048","HOWARD COUNTY GENERAL HOSPITAL","OP-26","984","518","132","1185","1064","339","228","96","107","","01/01/2014","12/31/2014"
"210049","UNIVERSITY OF MD UPPER CHESAPEAKE MEDICAL CENTER","OP-26","1031","0","209","796","522","353","299","333","195","","01/01/2014","12/31/2014"
"210051","DOCTORS'  COMMUNITY HOSPITAL","OP-26","919","271","254","490","2995","531","456","29","130","","01/01/2014","12/31/2014"
"210055","LAUREL REGIONAL MEDICAL CENTER","OP-26","645","76","999","544","88","476","125","17","1463","","01/01/2014","12/31/2014"
"210056","MEDSTAR GOOD SAMARITAN HOSPITAL","OP-26","2836","122","1355","496","141","274","1097","39","30","","01/01/2014","12/31/2014"
"210057","ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"210058","UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"210060","FORT WASHINGTON HOSPITAL","OP-26","23","11","2","6","0","3","3","0","1","","01/01/2014","12/31/2014"
"210061","ATLANTIC GENERAL HOSPITAL","OP-26","4675","153","0","708","1287","315","161","0","177","","01/01/2014","12/31/2014"
"210062","MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"210063","UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER","OP-26","2502","0","257","1193","319","376","369","151","374","","01/01/2014","12/31/2014"
"210065","HOLY CROSS GERMANTOWN HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"220001","HEALTHALLIANCE HOSPITALS, INC","OP-26","2531","461","806","805","226","953","217","189","121","","01/01/2014","12/31/2014"
"220002","MOUNT AUBURN HOSPITAL","OP-26","10411","244","386","1225","535","672","1461","224","127","","01/01/2014","12/31/2014"
"220008","STURDY MEMORIAL HOSPITAL","OP-26","1237","611","1742","335","2526","365","81","5","60","","01/01/2014","12/31/2014"
"220010","LAWRENCE GENERAL HOSPITAL","OP-26","2249","280","146","266","617","506","625","15","21","","01/01/2014","12/31/2014"
"220011","CAMBRIDGE HEALTH ALLIANCE","OP-26","5073","534","126","486","99","319","55","24","50","","01/01/2014","12/31/2014"
"220012","CAPE COD HEALTHCARE","OP-26","1879","0","1134","1396","230","868","324","119","170","","01/01/2014","12/31/2014"
"220015","COOLEY DICKINSON HOSPITAL INC,THE","OP-26","5047","0","128","315","141","275","181","207","104","","01/01/2014","12/31/2014"
"220016","BAYSTATE FRANKLIN MEDICAL CENTER","OP-26","3043","219","192","294","57","62","52","37","48","","01/01/2014","12/31/2014"
"220017","CARNEY HOSPITAL","OP-26","1246","484","1045","578","701","121","105","10","9","","01/01/2014","12/31/2014"
"220019","HARRINGTON MEMORIAL HOSPITAL","OP-26","1178","574","750","515","7613","237","95","1","1048","","01/01/2014","12/31/2014"
"220020","SAINT ANNE'S HOSPITAL","OP-26","5599","0","4940","4798","1754","866","112","256","80","","01/01/2014","12/31/2014"
"220024","HOLYOKE MEDICAL CENTER","OP-26","2540","457","125","2439","510","182","38","35","43","","01/01/2014","12/31/2014"
"220029","ANNA JAQUES HOSPITAL","OP-26","3948","116","2195","1414","2082","245","77","53","97","","01/01/2014","12/31/2014"
"220030","UMASS MEMORIAL HEALTHCARE WING MEMORIAL HOSPITAL","OP-26","1262","91","0","143","66","154","29","1","12","","01/01/2014","12/31/2014"
"220031","BOSTON MEDICAL CENTER","OP-26","10145","995","2484","5391","8316","1982","3349","2692","0","","01/01/2014","12/31/2014"
"220033","NORTHEST HOSPITAL CORPORATION","OP-26","5835","499","466","3232","1790","791","7","78","95","","01/01/2014","12/31/2014"
"220035","NORTH SHORE MEDICAL CENTER","OP-26","12264","332","4182","914","527","588","623","231","50","","01/01/2014","12/31/2014"
"220036","ST ELIZABETH'S MEDICAL CENTER","OP-26","2562","2","2283","797","222","309","536","64","47","","01/01/2014","12/31/2014"
"220046","BERKSHIRE MEDICAL CENTER","OP-26","4439","119","3054","2847","2001","1156","940","204","291","","01/01/2014","12/31/2014"
"220049","UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL","OP-26","2546","331","0","596","38","10","103","7","8","","01/01/2014","12/31/2014"
"220050","BAYSTATE MARY LANE HOSPITAL","OP-26","956","11","93","71","21","78","34","0","5","","01/01/2014","12/31/2014"
"220052","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","OP-26","4935","485","1809","566","232","318","141","32","42","","01/01/2014","12/31/2014"
"220058","UMASS MEMORIAL HEALTHCARE-CLINTON HOSPITAL","OP-26","665","0","1","159","312","8","0","0","0","","01/01/2014","12/31/2014"
"220060","BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH","OP-26","2313","0","554","673","153","249","189","16","107","","01/01/2014","12/31/2014"
"220062","ADCARE HOSPITAL OF WORCESTER INC","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2014","12/31/2014"
"220063","LOWELL GENERAL HOSPITAL","OP-26","2525","414","2264","3833","2352","642","623","42","220","","01/01/2014","12/31/2014"
"220065","NOBLE HOSPITAL","OP-26","999","313","136","177","57","222","28","0","41","","01/01/2014","12/31/2014"
"220066","MERCY MEDICAL CTR","OP-26","5062","107","517","650","2596","778","1372","350","153","","01/01/2014","12/31/2014"
"220070","HALLMARK HEALTH SYSTEM","OP-26","7179","0","149","425","220","380","6","8","77","","01/01/2014","12/31/2014"
"220071","MASSACHUSETTS GENERAL HOSPITAL","OP-26","30098","0","7880","8795","24023","3609","9934","4452","810","","01/01/2014","12/31/2014"
"220073","MORTON HOSPITAL","OP-26","1620","0","627","2018","2755","249","135","58","12","","01/01/2014","12/31/2014"
"220074","SOUTHCOAST HOSPITALS GROUP","OP-26","6081","710","4043","2333","3951","1326","1358","216","536","","01/01/2014","12/31/2014"
"220075","MASSACHUSETTS EYE AND EAR INFIRMARY","OP-26","0","5414","0","0","0","0","0","0","0","","01/01/2014","12/31/2014"
"220077","BAYSTATE MEDICAL CENTER","OP-26","10174","729","741","3626","695","893","472","260","394","","01/01/2014","12/31/2014"
"220080","HOLY FAMILY HOSPITAL","OP-26","2585","229","1572","1773","2996","753","279","21","44","","01/01/2014","12/31/2014"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","OP-26","2978","0","678","1206","1508","204","135","15","31","","01/01/2014","12/31/2014"
"220084","EMERSON HOSPITAL","OP-26","3961","247","1832","1711","1775","344","177","34","135","","01/01/2014","12/31/2014"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","OP-26","20464","2821","7203","13966","19558","3681","6760","929","711","","01/01/2014","12/31/2014"
"220088","NEW ENGLAND BAPTIST HOSPITAL","OP-26","526","0","7264","1477","6","0","83","0","0","","01/01/2014","12/31/2014"
"220090","MILFORD REGIONAL MEDICAL CENTER","OP-26","6819","452","354","565","166","403","205","138","119","","01/01/2014","12/31/2014"
"220095","HEYWOOD HOSPITAL","OP-26","2233","0","1044","1086","528","748","67","23","17","","01/01/2014","12/31/2014"
"220098","NASHOBA VALLEY MEDICAL CENTER","OP-26","1580","330","221","299","751","239","74","16","10","","01/01/2014","12/31/2014"
"220100","SOUTH SHORE HOSPITAL","OP-26","1072","0","4688","2116","191","731","624","29","402","","01/01/2014","12/31/2014"
"220101","NEWTON-WELLESLEY HOSPITAL","OP-26","1089","436","233","1703","237","934","10","91","340","","01/01/2014","12/31/2014"
"220105","WINCHESTER HOSPITAL","OP-26","4803","59","2117","1825","4840","582","168","30","155","","01/01/2014","12/31/2014"
"220108","BETH ISRAEL DEACONESS HOSPITAL - MILTON","OP-26","2449","0","1316","369","40","298","93","14","6","","01/01/2014","12/31/2014"
"220110","BRIGHAM AND WOMEN'S HOSPITAL","OP-26","13023","0","4134","4735","17191","2173","2107","634","857","","01/01/2014","12/31/2014"
"220111","GOOD SAMARITAN MEDICAL CENTER","OP-26","1594","671","3972","1614","2300","466","514","50","77","","01/01/2014","12/31/2014"
"220116","TUFTS MEDICAL CENTER","OP-26","4191","2433","1935","4760","9018","1168","1120","1715","171","","01/01/2014","12/31/2014"
"220119","FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S","OP-26","2409","0","28","531","394","275","925","0","527","","01/01/2014","12/31/2014"
"220126","NORWOOD HOSPITAL","OP-26","4544","236","883","1251","2020","153","172","26","543","","01/01/2014","12/31/2014"
"220135","FALMOUTH HOSPITAL","OP-26","4382","46","455","829","1305","239","88","85","116","","01/01/2014","12/31/2014"
"220163","UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS","OP-26","14671","487","3866","12070","12661","2279","6310","1690","0","","01/01/2014","12/31/2014"
"220171","LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","OP-26","18223","6729","14852","9146","35958","6453","533","3115","506","","01/01/2014","12/31/2014"
"220175","METROWEST MEDICAL CENTER","OP-26","6612","414","397","575","455","248","67","83","68","","01/01/2014","12/31/2014"
"220176","ST VINCENT HOSPITAL","OP-26","4805","1463","417","2180","1908","857","54","371","297","","01/01/2014","12/31/2014"
"220177","NANTUCKET COTTAGE HOSPITAL","OP-26","451","0","18","76","17","22","3","0","1","","01/01/2014","12/31/2014"
"221302","FAIRVIEW HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"221303","ATHOL MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","5","01/01/2014","12/31/2014"
"230002","ST MARY MERCY HOSPITAL","OP-26","4980","504","135","817","149","391","759","87","83","","01/01/2014","12/31/2014"
"230003","SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","OP-26","3198","0","69","268","34","42","10","16","33","","01/01/2014","12/31/2014"
"230005","EMMA L BIXBY MEDICAL CENTER","OP-26","1316","0","2534","291","27","297","48","3","24","","01/01/2014","12/31/2014"
"230013","DOCTORS' HOSPITAL OF MICHIGAN","OP-26","9","0","342","18","5","9","3","0","0","","01/01/2014","12/31/2014"
"230015","THREE RIVERS HEALTH","OP-26","729","0","0","34","20","67","0","0","0","","01/01/2014","12/31/2014"
"230017","BRONSON METHODIST HOSPITAL","OP-26","7038","1430","1545","2108","156","775","206","93","306","","01/01/2014","12/31/2014"
"230019","PROVIDENCE HOSP AND MED CTRS","OP-26","4712","851","187","871","384","1711","1069","190","367","","01/01/2014","12/31/2014"
"230020","OAKWOOD HOSPITAL AND MEDICAL CENTER","OP-26","3860","15","762","526","185","979","488","414","86","","01/01/2014","12/31/2014"
"230021","LAKELAND HOSPITAL, ST JOSEPH","OP-26","2619","2559","304","933","1543","657","817","55","131","","01/01/2014","12/31/2014"
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","OP-26","770","591","65","547","36","167","32","18","18","","01/01/2014","12/31/2014"
"230024","SINAI-GRACE HOSPITAL","OP-26","2696","585","596","1993","1727","1041","638","19","72","","01/01/2014","12/31/2014"
"230029","ST JOSEPH MERCY OAKLAND","OP-26","1930","65","199","492","221","791","1324","98","370","","01/01/2014","12/31/2014"
"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","OP-26","2585","424","2189","712","3520","153","413","49","15","","01/01/2014","12/31/2014"
"230031","LAKE HURON MEDICAL CENTER","OP-26","2493","71","12","207","154","37","222","18","58","","01/01/2014","12/31/2014"
"230035","SPECTRUM HEALTH UNITED","OP-26","1627","357","26","189","8","46","60","0","8","","01/01/2014","12/31/2014"
"230036","MIDMICHGAN MEDICAL CENTER - ALPENA","OP-26","2720","665","4013","838","191","529","649","178","76","","01/01/2014","12/31/2014"
"230037","HILLSDALE HOSPITAL","OP-26","2246","278","395","240","63","29","28","25","21","","01/01/2014","12/31/2014"
"230038","SPECTRUM HEALTH-BUTTERWORTH CAMPUS","OP-26","15001","616","508","1949","202","2124","340","82","731","","01/01/2014","12/31/2014"
"230040","PENNOCK HEALTH SERVICES","OP-26","13","2","9","10","9","10","2","3","8","","01/01/2014","12/31/2014"
"230041","MCLAREN BAY REGION","OP-26","2142","972","3123","784","118","306","961","120","121","","01/01/2014","12/31/2014"
"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","OP-26","22662","9200","6609","12974","37088","6776","2205","6856","944","","01/01/2014","12/31/2014"
"230047","HENRY FORD MACOMB HOSPITAL","OP-26","5966","485","359","1592","502","547","460","246","151","","01/01/2014","12/31/2014"
"230053","HENRY FORD HOSPITAL","OP-26","22043","4709","6102","2256","392","2625","2386","2637","271","","01/01/2014","12/31/2014"
"230054","MARQUETTE GENERAL HOSPITAL","OP-26","3157","837","1842","917","1162","951","476","91","111","","01/01/2014","12/31/2014"
"230055","DICKINSON COUNTY MEMORIAL HOSPITAL","OP-26","4481","66","601","1057","3569","1111","703","185","72","","01/01/2014","12/31/2014"
"230058","MERCY HOSPITAL- GRAYLING","OP-26","1287","558","78","167","74","169","10","4","12","","01/01/2014","12/31/2014"
"230059","MERCY HEALTH SAINT MARY'S","OP-26","2330","2","219","486","353","541","39","172","375","","01/01/2014","12/31/2014"
"230066","MERCY HEALTH HACKLEY CAMPUS","OP-26","6280","70","36","209","183","963","169","8","89","","01/01/2014","12/31/2014"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","OP-26","2228","1018","962","372","91","335","13","0","62","","01/01/2014","12/31/2014"
"230070","COVENANT HEALTHCARE","OP-26","4726","57","478","745","1123","732","543","181","141","","01/01/2014","12/31/2014"
"230071","STRAITH HOSPITAL FOR SPECIAL SURGERY","OP-26","0","511","0","0","0","0","0","0","0","","01/01/2014","12/31/2014"
"230072","HOLLAND COMMUNITY HOSPITAL","OP-26","4182","842","355","797","1513","331","31","17","150","","01/01/2014","12/31/2014"
"230075","BRONSON BATTLE CREEK HOSPITAL","OP-26","1518","0","69","774","2926","221","2439","160","41","","01/01/2014","12/31/2014"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","OP-26","557","0","349","519","943","145","506","262","13","","01/01/2014","12/31/2014"
"230078","COMMUNITY HOSPITAL- WATERVLIET","OP-26","21","0","7","181","4","0","0","0","0","","01/01/2014","12/31/2014"
"230080","MCLAREN CENTRAL MICHIGAN","OP-26","2453","706","125","584","223","291","401","57","37","","01/01/2014","12/31/2014"
"230081","MUNSON HEALTHCARE CADILLAC HOSPITAL","OP-26","892","181","137","450","74","159","93","4","13","","01/01/2014","12/31/2014"
"230085","SOUTH HAVEN COMMUNITY HOSPITAL","OP-26","762","141","0","398","21","0","0","0","0","","01/01/2014","12/31/2014"
"230089","WILLIAM BEAUMONT HOSPITAL-GROSSE POINTE","OP-26","3281","0","837","775","252","378","208","131","73","","01/01/2014","12/31/2014"
"230092","ALLEGIANCE HEALTH","OP-26","12252","101","4245","3803","682","666","519","239","174","","01/01/2014","12/31/2014"
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","OP-26","843","776","143","515","63","96","162","55","9","","01/01/2014","12/31/2014"
"230095","WEST BRANCH REGIONAL MEDICAL CENTER","OP-26","1356","625","85","586","29","5","282","16","253","","01/01/2014","12/31/2014"
"230096","STURGIS HOSPITAL","OP-26","1162","431","18","71","0","45","14","8","9","","01/01/2014","12/31/2014"
"230097","MUNSON MEDICAL CENTER","OP-26","1368","55","2512","1025","374","634","1719","218","170","","01/01/2014","12/31/2014"
"230099","PROMEDICA MONROE REGIONAL HOSPITAL","OP-26","903","279","232","398","368","681","134","111","41","","01/01/2014","12/31/2014"
"230100","TAWAS ST JOSEPH HOSPITAL","OP-26","1663","509","545","174","119","58","280","25","13","","01/01/2014","12/31/2014"
"230104","HARPER UNIVERSITY HOSPITAL","OP-26","3588","1663","1469","706","123","339","1616","111","25","","01/01/2014","12/31/2014"
"230105","MCLAREN NORTHERN MICHIGAN","OP-26","4014","759","802","1569","1081","367","1099","97","148","","01/01/2014","12/31/2014"
"230108","UP HEALTH SYSTEM PORTAGE","OP-26","1291","7","396","426","218","104","397","16","14","","01/01/2014","12/31/2014"
"230110","SPECTRUM HEALTH LUDINGTON HOSPITAL","OP-26","1929","1063","377","165","168","185","74","1","29","","01/01/2014","12/31/2014"
"230117","BORGESS MEDICAL CENTER","OP-26","2278","846","2461","3144","192","344","1842","192","254","","01/01/2014","12/31/2014"
"230118","HURON MEDICAL CENTER","OP-26","1113","595","1093","587","159","794","819","3","2","","01/01/2014","12/31/2014"
"230121","MEMORIAL HEALTHCARE CENTER","OP-26","3171","706","135","365","89","172","63","86","32","","01/01/2014","12/31/2014"
"230130","WILLIAM BEAUMONT HOSPITAL ROYAL OAK","OP-26","15874","1425","5126","4882","12831","3361","1284","841","776","","01/01/2014","12/31/2014"
"230132","HURLEY MEDICAL CENTER","OP-26","2026","147","293","929","321","532","1853","9","161","","01/01/2014","12/31/2014"
"230133","OTSEGO MEMORIAL HOSPITAL","OP-26","1564","518","138","373","55","56","28","1","21","","01/01/2014","12/31/2014"
"230141","MCLAREN FLINT","OP-26","4891","727","302","1221","6038","1093","383","428","236","","01/01/2014","12/31/2014"
"230142","BEAUMONT HOSPITAL - WAYNE","OP-26","1977","8","74","143","45","488","85","26","4","","01/01/2014","12/31/2014"
"230146","HENRY FORD WYANDOTTE HOSPITAL","OP-26","7321","426","1866","651","232","641","296","122","138","","01/01/2014","12/31/2014"
"230151","BEAUMONT HOSPITAL - FARMINGTON HILLS","OP-26","6389","300","139","1027","497","716","417","371","79","","01/01/2014","12/31/2014"
"230156","ST JOSEPH MERCY HOSPITAL","OP-26","4020","2027","457","849","476","740","24","238","245","","01/01/2014","12/31/2014"
"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","OP-26","3343","1279","2177","1102","194","693","732","60","241","","01/01/2014","12/31/2014"
"230167","MCLAREN GREATER LANSING","OP-26","6784","720","1173","1474","151","330","617","74","72","","01/01/2014","12/31/2014"
"230174","NORTH OTTAWA COMMUNITY HEALTH SYSTEM","OP-26","1629","606","18","243","6","239","12","0","15","","01/01/2014","12/31/2014"
"230176","BEAUMONT HOSPITAL - TRENTON","OP-26","7452","1387","54","537","212","581","145","40","58","","01/01/2014","12/31/2014"
"230180","MIDMICHIGAN MEDICAL CENTER-CLARE","OP-26","1139","440","11","202","53","56","50","0","0","","01/01/2014","12/31/2014"
"230193","MCLAREN LAPEER REGION","OP-26","2088","654","2359","582","558","336","293","115","23","","01/01/2014","12/31/2014"
"230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","OP-26","5540","515","603","903","375","657","452","85","68","","01/01/2014","12/31/2014"
"230197","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","OP-26","4252","56","521","1376","527","1380","479","324","65","","01/01/2014","12/31/2014"
"230207","MCLAREN OAKLAND","OP-26","1496","1501","369","632","519","131","115","30","7","","01/01/2014","12/31/2014"
"230208","SPARROW CARSON HOSPITAL","OP-26","841","6","64","230","21","84","19","8","2","","01/01/2014","12/31/2014"
"230216","MCLAREN PORT HURON HOSPITAL","OP-26","4233","301","1757","857","429","178","132","181","66","","01/01/2014","12/31/2014"
"230217","OAKLAWN HOSPITAL","OP-26","2083","307","0","148","38","32","216","3","31","","01/01/2014","12/31/2014"
"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","OP-26","2198","187","456","838","2056","1096","400","291","89","","01/01/2014","12/31/2014"
"230227","MCLAREN MACOMB HOSPITAL","OP-26","1935","273","218","481","309","483","776","68","75","","01/01/2014","12/31/2014"
"230230","EDWARD W SPARROW HOSPITAL","OP-26","5410","0","15131","1826","3156","1313","1252","156","627","","01/01/2014","12/31/2014"
"230236","METRO HEALTH HOSPITAL","OP-26","6119","360","1605","2489","8685","603","675","211","55","","01/01/2014","12/31/2014"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","OP-26","2709","762","102","516","44","102","55","13","39","","01/01/2014","12/31/2014"
"230241","ST JOHN RIVER DISTRICT HOSPITAL","OP-26","465","426","117","136","53","90","55","2","11","","01/01/2014","12/31/2014"
"230244","GARDEN CITY HOSPITAL","OP-26","1344","508","765","469","90","502","306","17","23","","01/01/2014","12/31/2014"
"230254","CRITTENTON HOSPITAL MEDICAL CENTER","OP-26","1164","12","288","1522","158","661","156","47","118","","01/01/2014","12/31/2014"
"230259","ST JOSEPH MERCY CHELSEA","OP-26","2898","1404","3025","1280","176","215","13","0","130","","01/01/2014","12/31/2014"
"230264","SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC","OP-26","187","0","175","372","0","0","15","0","247","","01/01/2014","12/31/2014"
"230269","BEAUMONT HOSPITAL, TROY","OP-26","9481","266","5107","1955","1713","1222","933","634","557","","01/01/2014","12/31/2014"
"230270","OAKWOOD HOSPITAL HERITAGE CENTER","OP-26","1106","365","1526","396","42","67","13","1","3","","01/01/2014","12/31/2014"
"230273","DETROIT RECEIVING HOSPITAL","OP-26","237","0","102","1585","58","120","11","1","0","","01/01/2014","12/31/2014"
"230275","HEALTHSOURCE SAGINAW","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2014","12/31/2014"
"230277","HURON VALLEY-SINAI HOSPITAL","OP-26","2888","156","371","1497","138","526","332","47","29","","01/01/2014","12/31/2014"
"230279","BRIGHTON HOSPITAL","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2014","12/31/2014"
"230297","KARMANOS CANCER CENTER","OP-26","232","0","13","445","259","641","2332","2291","11","","01/01/2014","12/31/2014"
"230301","OAKLAND REGIONAL HOSPITAL","OP-26","513","182","949","868","112","0","138","0","0","","01/01/2014","12/31/2014"
"230302","HENRY FORD WEST BLOOMFIELD HOSPITAL","OP-26","1778","827","2240","1127","278","440","442","58","288","","01/01/2014","12/31/2014"
"230303","WEST SHORE MEDICAL CENTER","OP-26","48","243","43","71","14","99","24","0","6","","01/01/2014","12/31/2014"
"231300","PAUL OLIVER MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231301","KALKASKA MEMORIAL HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231303","SCHOOLCRAFT MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231304","HELEN NEWBERRY JOY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231305","SAINT MARY'S STANDISH COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231306","MACKINAC STRAITS HOSPITAL AND HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231307","BARAGA COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231308","MUNISING MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231309","ASPIRUS ONTONAGON HOSPITAL INC","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231310","SCHEURER HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231311","DECKERVILLE COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231312","SHERIDAN COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231313","HARBOR BEACH COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231314","MCKENZIE HEALTH SYSTEM","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231315","BORGESS-LEE MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231316","HILLS & DALES GENERAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"231317","SPECTRUM HEALTH KELSEY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
