"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PR","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","51","","01/01/2015","12/31/2015"
"RI","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"SC","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"TN","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"TX","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","96","","01/01/2015","12/31/2015"
"UT","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"VA","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","88","","01/01/2015","12/31/2015"
"WA","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"WI","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"WV","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"WY","Children's Asthma","Children and their caregivers who received a home management plan of care document while hospitalized for asthma Higher percentages are better","CAC_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"AK","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"AL","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"AR","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"AS","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"AZ","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"CA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"CO","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"CT","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"DC","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"DE","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"FL","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"GA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"GU","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","69","","01/01/2015","09/30/2015"
"HI","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"IA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"ID","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"IL","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"IN","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"KS","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"KY","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"LA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MD","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"ME","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MI","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MN","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MO","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MP","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"MS","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"MT","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"NC","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"ND","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"NE","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"NH","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"NJ","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"NM","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"NV","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"NY","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"OH","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"OK","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","98","","01/01/2015","09/30/2015"
"OR","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"PA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"PR","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","88","","01/01/2015","09/30/2015"
"RI","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"SC","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"SD","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"TN","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"TX","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"UT","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"VA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"VI","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"VT","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"WA","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","99","","01/01/2015","09/30/2015"
"WI","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"WV","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"WY","Surgical Care Improvement Project","Patients who got treatment at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery Higher percentages are better","SCIP_VTE_2","100","","01/01/2015","09/30/2015"
"AK","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"AL","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"AR","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"AS","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"AZ","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"CA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"CO","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"CT","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"DC","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","92","","01/01/2015","09/30/2015"
"DE","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"FL","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"GA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","100","","01/01/2015","09/30/2015"
"GU","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","96","","01/01/2015","09/30/2015"
"HI","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","93","","01/01/2015","09/30/2015"
"IA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","97","","01/01/2015","09/30/2015"
"ID","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"IL","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"IN","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"KS","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"KY","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"LA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","96","","01/01/2015","09/30/2015"
"MA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"MD","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"ME","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"MI","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"MN","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","97","","01/01/2015","09/30/2015"
"MO","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"MP","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"MS","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"MT","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"NC","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"ND","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"NE","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"NH","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"NJ","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"NM","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","89","","01/01/2015","09/30/2015"
"NV","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","92","","01/01/2015","09/30/2015"
"NY","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"OH","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","97","","01/01/2015","09/30/2015"
"OK","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"OR","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"PA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"PR","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","85","","01/01/2015","09/30/2015"
"RI","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","100","","01/01/2015","09/30/2015"
"SC","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"SD","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"TN","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","97","","01/01/2015","09/30/2015"
"TX","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","97","","01/01/2015","09/30/2015"
"UT","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"VA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"VI","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","95","","01/01/2015","09/30/2015"
"VT","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"WA","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","97","","01/01/2015","09/30/2015"
"WI","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","99","","01/01/2015","09/30/2015"
"WV","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","98","","01/01/2015","09/30/2015"
"WY","Surgical Care Improvement Project","Surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery) Higher percentages are better","SCIP_INF_3","92","","01/01/2015","09/30/2015"
"AK","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","100","","01/01/2015","09/30/2015"
"AL","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"AR","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"AS","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"AZ","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"CA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"CO","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"CT","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","100","","01/01/2015","09/30/2015"
"DC","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","96","","01/01/2015","09/30/2015"
"DE","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"FL","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"GA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"GU","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","64","","01/01/2015","09/30/2015"
"HI","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","98","","01/01/2015","09/30/2015"
"IA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","96","","01/01/2015","09/30/2015"
"ID","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"IL","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"IN","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"KS","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"KY","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"LA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","97","","01/01/2015","09/30/2015"
"MA","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"MD","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"ME","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"MI","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"MN","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","97","","01/01/2015","09/30/2015"
"MO","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","99","","01/01/2015","09/30/2015"
"MP","Surgical Care Improvement Project","Surgery patients who were given the right kind of antibiotic to help prevent infection Higher percentages are better","SCIP_INF_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
